Date mutation;Nature mutation;Valeur fonciere;No voie;Type de voie;Code voie;Voie;Code postal;Commune;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
30/06/2020;Vente;56500000;398;ALL;270;DES COLIBRIS;6410;BIOT;6;18;;AT;33;;;;;;;;;;;;0;1;Maison;87;3;500
30/06/2020;Vente;56500000;398;ALL;270;DES COLIBRIS;6410;BIOT;6;18;;AT;33;;;;;;;;;;;;0;1;Maison;87;3;612
18/06/2020;Vente en l'̩tat futur d'ach̬vement;31956000;;;;;;MOUGINS;6;85;;BH;422;;1161;;;;;;;;;;1;;;;;
18/06/2020;Vente en l'̩tat futur d'ach̬vement;31956000;;;;;;MOUGINS;6;85;;BH;422;;1061;;;;;;;;;;1;;;;;
16/06/2020;Vente;19300000;19;CHE;1210;FOURNEL BADINE;6600;ANTIBES;6;4;;CR;531;;14;;64;5518;;;;;;;2;2;Appartement;57;3;
16/06/2020;Vente;19300000;19;CHE;1210;FOURNEL BADINE;6600;ANTIBES;6;4;;CR;531;;32;;;;;;;;;;1;3;D̩pendance;0;0;
29/06/2020;Vente;27500000;111;RTE;458;DE TIRAGON;6370;MOUANS-SARTOUX;6;84;;BB;32;;21;8461;75;;76;;;;;;3;4;Local industriel. commercial ou assimil̩;90;0;
24/06/2020;Vente en l'̩tat futur d'ach̬vement;24528750;6;AV;970;DU TAPIS VERT;6220;VALLAURIS;6;155;;BT;436;;214;;;;;;;;;;1;2;Appartement;47;3;
24/06/2020;Vente en l'̩tat futur d'ach̬vement;24528750;6;AV;970;DU TAPIS VERT;6220;VALLAURIS;6;155;;BT;436;;87;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;11000000;60;AV;2230;DE NICE;6600;ANTIBES;6;4;;AV;6;;20;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;11000000;60;AV;2230;DE NICE;6600;ANTIBES;6;4;;AV;6;;238;3072;;;;;;;;;1;2;Appartement;31;1;
08/01/2020;Vente;103500000;71;CHE;1250;DE LA CROIX;6130;GRASSE;6;69;;DK;457;;;;;;;;;;;;0;;;;;71
08/01/2020;Vente;103500000;71;CHE;1250;DE LA CROIX;6130;GRASSE;6;69;;DK;460;;;;;;;;;;;;0;1;Maison;163;6;890
08/01/2020;Vente;103500000;71;CHE;1250;DE LA CROIX;6130;GRASSE;6;69;;DK;462;;;;;;;;;;;;0;;;;;30
08/01/2020;Vente;103500000;71;CHE;1250;DE LA CROIX;6130;GRASSE;6;69;;DK;464;;;;;;;;;;;;0;;;;;500
08/01/2020;Vente;103500000;71;CHE;1250;DE LA CROIX;6130;GRASSE;6;69;;DK;464;;;;;;;;;;;;0;;;;;1009
06/01/2020;Vente;19000000;;;B020;LES TERRASSES;6400;CANNES;6;29;;AA;362;;;;;;;;;;;;0;;;;;236
06/01/2020;Vente;19000000;;;B020;LES TERRASSES;6400;CANNES;6;29;;AA;374;;;;;;;;;;;;0;;;;;47
10/01/2020;Vente;16370000;113;AV;163;DE CANNES;6210;MANDELIEU-LA-NAPOULE;6;79;;BS;175;;256;;275;4339;;;;;;;2;2;Appartement;43;2;
10/01/2020;Vente;16370000;113;AV;163;DE CANNES;6210;MANDELIEU-LA-NAPOULE;6;79;;BS;175;;217;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;14988000;17;AV;1260;DE LA FLOTTE;6400;CANNES;6;29;;CY;16;;588;;;;;;;;;;1;2;Appartement;48;2;
09/01/2020;Vente;14988000;8;AV;280;DE LA BARONNE;6400;CANNES;6;29;;CY;16;;279;;;;;;;;;;1;3;D̩pendance;0;0;
03/01/2020;Vente;57282000;141;CHE;969;DU HAUT COULOUBRIER;6810;AURIBEAU-SUR-SIAGNE;6;7;;AV;287;;;;;;;;;;;;0;1;Maison;138;4;500
03/01/2020;Vente;57282000;141;CHE;969;DU HAUT COULOUBRIER;6810;AURIBEAU-SUR-SIAGNE;6;7;;AV;287;;;;;;;;;;;;0;1;Maison;138;4;378
04/01/2020;Vente;21033000;1;AV;2208;HENRY BENARD;6130;GRASSE;6;69;;AZ;105;;421;;470;7840;;;;;;;2;2;Appartement;77;4;
04/01/2020;Vente;21033000;;AV;2208;HENRY BENARD;6130;GRASSE;6;69;;AZ;105;;818;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;44300000;3;RUE;2760;NOTRE-DAME;6400;CANNES;6;29;;BT;168;;15;3753;20;;;;;;;;2;2;Appartement;40;2;
06/01/2020;Vente;44300000;3;RUE;2760;NOTRE-DAME;6400;CANNES;6;29;;BT;168;;17;731;19;;20;;;;;;3;2;Appartement;8;1;
06/01/2020;Vente;44300000;3;RUE;2760;NOTRE-DAME;6400;CANNES;6;29;;BT;168;;18;4637;19;;20;;;;;;3;2;Appartement;49;3;
06/01/2020;Vente;44300000;3;RUE;2760;NOTRE-DAME;6400;CANNES;6;29;;BT;168;;16;3121;19;;20;;;;;;3;2;Appartement;32;2;
07/01/2020;Vente;58109760;59;AV;2347;DU MARECHAL JUIN;6400;CANNES;6;29;;CM;96;;20;;;;;;;;;;1;3;D̩pendance;0;0;
07/01/2020;Vente;58109760;59;AV;2347;DU MARECHAL JUIN;6400;CANNES;6;29;;CM;96;;32;;;;;;;;;;1;3;D̩pendance;0;0;
07/01/2020;Vente;58109760;59;AV;2347;DU MARECHAL JUIN;6400;CANNES;6;29;;CM;96;;148;6799;;;;;;;;;1;2;Appartement;70;2;
06/01/2020;Vente;6900000;58;AV;981;DOC RAYMOND PICAUD;6150;CANNES;6;29;;AS;135;;77;2327;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;12511000;6;RUE;4143;DE LA VERRERIE;6150;CANNES;6;29;;AK;352;;3083;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;12511000;6;RUE;4143;DE LA VERRERIE;6150;CANNES;6;29;;AK;352;;3037;2568;;;;;;;;;1;2;Appartement;26;2;
13/01/2020;Vente;33988100;5;AV;2680;MONTROSE;6400;CANNES;6;29;;DH;251;;274;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;33988100;1;AV;2680;MONTROSE;6400;CANNES;6;29;;DH;251;;378;6886;;;;;;;;;1;2;Appartement;67;2;
13/01/2020;Vente;33988100;3;AV;2680;MONTROSE;6400;CANNES;6;29;;DH;251;;393;;;;;;;;;;1;3;D̩pendance;0;0;
07/01/2020;Vente;15100000;4;RUE;3820;DE STALINGRAD;6400;CANNES;6;29;;BH;55;;38;6612;5;;;;;;;;2;2;Appartement;67;1;
08/01/2020;Vente;62000000;5;RUE;580;DU CANADA;6400;CANNES;6;29;;BW;94;;13;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;62000000;5;RUE;580;DU CANADA;6400;CANNES;6;29;;BW;94;;51;8321;;;;;;;;;1;2;Appartement;96;4;
10/01/2020;Vente;24500000;17;RUE;1740;JEAN DE RIOUFFE;6400;CANNES;6;29;;BS;134;;20;4033;;;;;;;;;1;2;Appartement;41;1;
07/01/2020;Vente en l'̩tat futur d'ach̬vement;25900000;;;;;;CANNES;6;29;;AH;88;;8;;;;;;;;;;1;;;;;
07/01/2020;Vente en l'̩tat futur d'ach̬vement;25900000;;;;;;CANNES;6;29;;AH;88;;55;;;;;;;;;;1;;;;;
06/01/2020;Vente;15500000;72;AV;1921;FREDERIC MISTRAL;6130;GRASSE;6;69;;BO;57;;112;;122;5795;;;;;;;2;2;Appartement;57;3;
06/01/2020;Vente;15500000;72;AV;1921;FREDERIC MISTRAL;6130;GRASSE;6;69;;BO;57;;18;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;24500000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;144;;178;5480;;;;;;;2;2;Appartement;54;3;
08/01/2020;Vente;24500000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;32;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;24500000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;33;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;11917500;77;BD;410;ESTEREL PARC;6210;MANDELIEU-LA-NAPOULE;6;79;;BR;383;;44;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;11917500;77;BD;410;ESTEREL PARC;6210;MANDELIEU-LA-NAPOULE;6;79;;BR;383;;192;3494;;;;;;;;;1;2;Appartement;35;1;
06/01/2020;Vente en l'̩tat futur d'ach̬vement;38350000;;;;;;CANNES;6;29;;AB;97;;822;7640;;;;;;;;;1;;;;;
06/01/2020;Vente en l'̩tat futur d'ach̬vement;38350000;;;;;;CANNES;6;29;;AB;97;;880;;;;;;;;;;1;;;;;
02/01/2020;Vente;85000000;76;AV;3450;DU ROI ALBERT;6400;CANNES;6;29;;CK;126;;9;;;;;;;;;;1;3;D̩pendance;0;0;
02/01/2020;Vente;85000000;76;AV;3450;DU ROI ALBERT;6400;CANNES;6;29;;CK;126;;21;;35;9506;;;;;;;2;2;Appartement;96;3;
15/01/2020;Vente;20500000;12;CHE;2460;DE LA MERLETTE;6400;CANNES;6;29;;BC;8;;105;7806;60;;;;;;;;2;2;Appartement;78;5;
16/01/2020;Vente;7900000;14;BD;4100;VALLOMBROSA;6400;CANNES;6;29;;AW;289;;257;;338;1786;;;;;;;2;2;Appartement;21;1;
15/01/2020;Vente;18200000;9;RUE;2800;D ORAN;6400;CANNES;6;29;;BW;25;;29;3577;;;;;;;;;1;2;Appartement;33;1;
06/01/2020;Vente;10730000;81;AV;2420;MAURICE CHEVALIER;6150;CANNES;6;29;;AC;450;;108;3058;;;;;;;;;1;2;Appartement;30;1;
06/01/2020;Vente;10730000;81;AV;2420;MAURICE CHEVALIER;6150;CANNES;6;29;;AC;450;;49;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;13000000;35;RUE;130;DE BOERI;6210;MANDELIEU-LA-NAPOULE;6;79;;AA;245;;591;4174;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;2300000;150;ALL;157;CALYPSO;6210;MANDELIEU-LA-NAPOULE;6;79;;AS;14;;1515;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;17900000;549;BD;1040;DE LA TAVERNIERE;6210;MANDELIEU-LA-NAPOULE;6;79;;BC;75;;205;;;;;;;;;;1;3;D̩pendance;0;0;
10/01/2020;Vente;17900000;549;BD;1040;DE LA TAVERNIERE;6210;MANDELIEU-LA-NAPOULE;6;79;;BC;152;;133;4690;;;;;;;;;1;2;Appartement;46;2;
10/01/2020;Vente;17900000;549;BD;1040;DE LA TAVERNIERE;6210;MANDELIEU-LA-NAPOULE;6;79;;BC;152;;3;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;24300000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;210;;;;;;;;;;;0;;;;;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;24300000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;37082;;;;;;;;;;1;;;;;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;24300000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;37089;;;;;;;;;;1;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;22950000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;180;;;;;;;;;;;0;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;22950000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;37073;;;;;;;;;;1;;;;;
10/01/2020;Vente en l'̩tat futur d'ach̬vement;22950000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;37143;;;;;;;;;;1;;;;;
13/01/2020;Vente;20500000;12;AV;2850;MATHIAS DUVAL;6130;GRASSE;6;69;;BN;144;;1225;7780;;;;;;;;;1;2;Appartement;75;3;
13/01/2020;Vente;20500000;25;AV;4650;SAINTE LORETTE;6130;GRASSE;6;69;;BN;144;;1177;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;12860000;114;AV;451;GASTON DE FONTMICHEL;6210;MANDELIEU-LA-NAPOULE;6;79;;AR;52;;859;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;12860000;114;AV;451;GASTON DE FONTMICHEL;6210;MANDELIEU-LA-NAPOULE;6;79;;AR;52;;808;3660;;;;;;;;;1;2;Appartement;36;2;
10/01/2020;Vente;47200000;141;CHE;969;DU HAUT COULOUBRIER;6810;AURIBEAU-SUR-SIAGNE;6;7;;AV;286;;;;;;;;;;;;0;1;Maison;88;4;487
10/01/2020;Vente;47200000;141;CHE;969;DU HAUT COULOUBRIER;6810;AURIBEAU-SUR-SIAGNE;6;7;;AV;286;;;;;;;;;;;;0;1;Maison;88;4;440
07/01/2020;Vente;16785000;92;AV;2510;MICHEL JOURDAN;6150;CANNES;6;29;;AM;317;;57;;69;5589;;;;;;;2;2;Appartement;56;3;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;12;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;9;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;11;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;1;8116;;;;;;;;;1;2;Appartement;52;2;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;13;;;;;;;;;;1;3;D̩pendance;0;0;
08/01/2020;Vente;48300000;68;AV;920;JEAN DE LATTRE DE TASSIGNY;6400;CANNES;6;29;;BI;45;;8;;;;;;;;;;1;3;D̩pendance;0;0;
15/01/2020;Vente en l'̩tat futur d'ach̬vement;24500000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;49;;;;;;;;;;;0;;;;;
15/01/2020;Vente en l'̩tat futur d'ach̬vement;24500000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;219;;;;;;;;;;1;;;;;
15/01/2020;Vente en l'̩tat futur d'ach̬vement;24500000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;37018;;;;;;;;;;1;;;;;
06/01/2020;Vente en l'̩tat futur d'ach̬vement;26900000;;;;;;GRASSE;6;69;;CK;175;;105;6051;;;;;;;;;1;;;;;
06/01/2020;Vente en l'̩tat futur d'ach̬vement;26900000;;;;;;GRASSE;6;69;;CK;175;;32;;;;;;;;;;1;;;;;
20/01/2020;Vente;12100000;1060;ALL;695;DE LA MARINE ROYALE;6210;MANDELIEU-LA-NAPOULE;6;79;;AS;10;;1128;;;;;;;;;;1;3;D̩pendance;0;0;
20/01/2020;Vente;12100000;150;ALL;157;CALYPSO;6210;MANDELIEU-LA-NAPOULE;6;79;;AS;14;;3324;;;;;;;;;;1;3;D̩pendance;0;0;
22/01/2020;Vente en l'̩tat futur d'ach̬vement;25500000;;;;;;CANNES;6;29;;BO;9;;48;;;;;;;;;;1;;;;;
22/01/2020;Vente en l'̩tat futur d'ach̬vement;25500000;;;;;;CANNES;6;29;;BO;9;;72;;;;;;;;;;1;;;;;
22/01/2020;Vente;55000000;59;RUE;1480;GEORGES CLEMENCEAU;6400;CANNES;6;29;;BR;30;;1;;34;7247;;;;;;;2;2;Appartement;84;3;
22/01/2020;Vente;55000000;59;RUE;1480;GEORGES CLEMENCEAU;6400;CANNES;6;29;;BR;30;;45;;;;;;;;;;1;3;D̩pendance;0;0;
13/01/2020;Vente;2000000;88;RUE;1480;GEORGES CLEMENCEAU;6400;CANNES;6;29;;BP;441;;47;;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente en l'̩tat futur d'ach̬vement;16477500;;;;;;GRASSE;6;69;;DX;6;;71;;;;;;;;;;1;;;;;
09/01/2020;Vente en l'̩tat futur d'ach̬vement;16477500;;;;;;GRASSE;6;69;;DX;6;;29;;;;;;;;;;1;;;;;
09/01/2020;Vente en l'̩tat futur d'ach̬vement;16477500;;;;;;GRASSE;6;69;;DX;6;;72;;;;;;;;;;1;;;;;
27/01/2020;Vente;13500000;62;RTE;2790;DE LA MARIGARDE;6130;GRASSE;6;69;;CD;51;;271;;;;;;;;;;1;3;D̩pendance;0;0;
27/01/2020;Vente;13500000;62;RTE;2790;DE LA MARIGARDE;6130;GRASSE;6;69;;CD;51;;88;4210;;;;;;;;;1;2;Appartement;43;2;
20/01/2020;Vente;138000000;75;BD;61;DE LA CORNICHE D OR;6590;THEOULE-SUR-MER;6;138;;A;1151;;645;;;;;;;;;;1;2;Appartement;82;3;
20/01/2020;Vente;138000000;75;BD;61;DE LA CORNICHE D OR;6590;THEOULE-SUR-MER;6;138;;A;1151;;1354;;;;;;;;;;1;3;D̩pendance;0;0;
20/01/2020;Vente;138000000;75;BD;61;DE LA CORNICHE D OR;6590;THEOULE-SUR-MER;6;138;;A;1151;;1420;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;13100000;13;RUE;1990;LEGOFF;6400;CANNES;6;29;;CP;133;;37;;;;;;;;;;1;2;Appartement;23;1;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;24900000;96;AV;2420;MAURICE CHEVALIER;6150;CANNES;6;29;;AB;331;;27;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;24900000;96;AV;2420;MAURICE CHEVALIER;6150;CANNES;6;29;;AB;331;;55;;;;;;;;;;1;;;;;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;47400000;;;;;;GRASSE;6;69;;DX;6;;138;;;;;;;;;;1;;;;;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;47400000;;;;;;GRASSE;6;69;;DX;6;;139;;;;;;;;;;1;;;;;
13/01/2020;Vente en l'̩tat futur d'ach̬vement;47400000;;;;;;GRASSE;6;69;;DX;6;;45;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;32200000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;3953;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;32200000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;3954;;;;;;;;;;1;;;;;
24/01/2020;Vente en l'̩tat futur d'ach̬vement;32200000;;;;;;MANDELIEU LA NAPOULE;6;79;;AH;33;;3921;;;;;;;;;;1;;;;;
23/01/2020;Vente;8500000;7;AV;3990;TRISTAN BERNARD;6400;CANNES;6;29;;BZ;14;;981;;;;;;;;;;1;3;D̩pendance;0;0;
16/01/2020;Vente;40800000;795;AV;459;DU GAL DE GAULLE;6210;MANDELIEU-LA-NAPOULE;6;79;;AY;12;;716;;;;;;;;;;1;3;D̩pendance;0;0;
16/01/2020;Vente;40800000;795;AV;459;DU GAL DE GAULLE;6210;MANDELIEU-LA-NAPOULE;6;79;;AY;12;;19;;82;;;;;;;;2;2;Appartement;33;1;
28/01/2020;Vente;12000000;75;AV;2347;DU MARECHAL JUIN;6400;CANNES;6;29;;CM;110;;190;3053;191;;;;;;;;2;2;Appartement;30;1;
17/01/2020;Vente;12610500;11;RUE;3380;RICORD LATY;6400;CANNES;6;29;;CE;89;;234;2332;;;;;;;;;1;2;Appartement;26;1;
27/01/2020;Vente;18000000;6;RUE;2010;LEON NOEL;6400;CANNES;6;29;;CS;172;;6;;;;;;;;;;1;3;D̩pendance;0;0;
27/01/2020;Vente;18000000;6;RUE;2010;LEON NOEL;6400;CANNES;6;29;;CS;172;;11;5160;;;;;;;;;1;2;Appartement;49;3;
09/01/2020;Vente;16800000;9;RUE;1590;DES HALLES;6400;CANNES;6;29;;BS;9;;23;6646;;;;;;;;;1;3;D̩pendance;0;0;
09/01/2020;Vente;16800000;9;RUE;1590;DES HALLES;6400;CANNES;6;29;;BS;9;;24;;;;;;;;;;1;2;Appartement;54;3;
27/01/2020;Vente;36423000;524;AV;200;DU CASTELLARAS;6580;PEGOMAS;6;90;;B;722;;;;;;;;;;;;0;1;Maison;103;3;58
10/01/2020;Vente;22262500;156;CHE;440;FREDERIC MISTRAL;6210;MANDELIEU-LA-NAPOULE;6;79;;AB;47;;;;;;;;;;;;0;1;Maison;106;4;1300
10/01/2020;Vente;22262500;156;CHE;440;FREDERIC MISTRAL;6210;MANDELIEU-LA-NAPOULE;6;79;;AB;47;;;;;;;;;;;;0;1;Maison;106;4;500
10/01/2020;Vente;22262500;156;CHE;440;FREDERIC MISTRAL;6210;MANDELIEU-LA-NAPOULE;6;79;;AB;47;;;;;;;;;;;;0;3;D̩pendance;0;0;1300
10/01/2020;Vente;22262500;156;CHE;440;FREDERIC MISTRAL;6210;MANDELIEU-LA-NAPOULE;6;79;;AB;47;;;;;;;;;;;;0;3;D̩pendance;0;0;500
09/01/2020;Vente;19000000;1;AV;1900;FRANCIS DE CROISSET;6130;GRASSE;6;69;;AX;163;;296;7034;;;;;;;;;1;2;Appartement;70;3;
09/01/2020;Vente;19000000;1;AV;1900;FRANCIS DE CROISSET;6130;GRASSE;6;69;;AX;163;;195;;;;;;;;;;1;3;D̩pendance;0;0;
21/01/2020;Vente;6000000;72;RUE;2490;MEYNADIER;6400;CANNES;6;29;;BS;266;;3;3488;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;5000000;10;RUE;1590;DES HALLES;6400;CANNES;6;29;;BS;12;;4;5649;;;;;;;;;1;3;D̩pendance;0;0;
30/01/2020;Vente;23810000;5;RUE;3040;PHILIBERT DELORME;6400;CANNES;6;29;;CY;11;;22;5577;;;;;;;;;1;2;Appartement;63;2;
28/01/2020;Vente;43629000;460;AV;1100;DU 23 AOUT;6210;MANDELIEU-LA-NAPOULE;6;79;;BD;57;;4;;;;;;;;;;1;3;D̩pendance;0;0;
28/01/2020;Vente;43629000;460;AV;1100;DU 23 AOUT;6210;MANDELIEU-LA-NAPOULE;6;79;;BD;57;;16;;32;6903;;;;;;;2;2;Appartement;72;3;
23/01/2020;Vente;18200000;2;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AK;362;;117;;;;;;;;;;1;3;D̩pendance;0;0;
23/01/2020;Vente;18200000;2;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AK;362;;246;2750;;;;;;;;;1;2;Appartement;27;2;
28/01/2020;Vente;41415000;10;ALL;450;DES LAVANDES;6580;PEGOMAS;6;90;;B;1486;;;;;;;;;;;;0;1;Maison;95;5;427
28/01/2020;Vente;41415000;10;ALL;450;DES LAVANDES;6580;PEGOMAS;6;90;;B;1486;;;;;;;;;;;;0;3;D̩pendance;0;0;427
22/01/2020;Vente;53000000;57;AV;2510;MICHEL JOURDAN;6150;CANNES;6;29;;AL;625;;104;;;;;;;;;;1;3;D̩pendance;0;0;
22/01/2020;Vente;53000000;57;AV;2510;MICHEL JOURDAN;6150;CANNES;6;29;;AL;625;;53;11374;;;;;;;;;1;2;Appartement;110;5;
24/01/2020;Vente;25922000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;40;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;25922000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;41;;;;;;;;;;1;3;D̩pendance;0;0;
24/01/2020;Vente;25922000;326;AV;176;DE CANNES;6580;PEGOMAS;6;90;;H;1229;;174;5489;;;;;;;;;1;2;Appartement;54;3;
29/01/2020;Vente;21200000;19;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AK;391;;402;;;;;;;;;;1;3;D̩pendance;0;0;
29/01/2020;Vente;21200000;19;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AK;391;;665;7751;;;;;;;;;1;2;Appartement;81;3;
29/01/2020;Vente;21200000;19;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AK;391;;320;;;;;;;;;;1;3;D̩pendance;0;0;
20/01/2020;Vente;14000000;23;AV;1941;LAUGIER;6400;CANNES;6;29;;AW;291;;34;;79;3740;;;;;;;2;2;Appartement;38;2;
20/01/2020;Vente;14000000;23;AV;1941;LAUGIER;6400;CANNES;6;29;;AW;291;;24;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;44175000;20;BD;2520;DU MIDI;6150;CANNES;6;29;;AE;157;;268;6605;;;;;;;;;1;2;Appartement;66;3;
14/01/2020;Vente;44175000;20;BD;2520;DU MIDI;6150;CANNES;6;29;;AE;157;;257;;;;;;;;;;1;3;D̩pendance;0;0;
14/01/2020;Vente;44175000;20;BD;2520;DU MIDI;6150;CANNES;6;29;;AE;157;;329;;;;;;;;;;1;3;D̩pendance;0;0;
06/01/2020;Vente;13000000;107;AV;1311;FRANCIS TONNER;6150;CANNES;6;29;;AI;125;;66;;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;42;0;
10/01/2020;Vente;21000000;61;BD;40;ALEXANDRE 3;6400;CANNES;6;29;;CI;193;;38;;68;4660;;;;;;;2;2;Appartement;46;2;
10/01/2020;Vente;21000000;61;BD;40;ALEXANDRE 3;6400;CANNES;6;29;;CI;193;;16;;;;;;;;;;1;3;D̩pendance;0;0;
30/01/2020;Vente;30750000;27;BD;1190;DE LA FERRAGE;6400;CANNES;6;29;;BS;319;;193;4771;;;;;;;;;1;2;Appartement;47;1;
30/01/2020;Vente;1900000;1;AV;130;DES ANGLAIS;6400;CANNES;6;29;;CZ;111;;262;;;;;;;;;;1;3;D̩pendance;0;0;
05/02/2020;Vente;22710000;28;IMP;2558;MIMOSAS;6400;CANNES;6;29;;AY;190;;130;2831;;;;;;;;;1;2;Appartement;62;2;
05/02/2020;Vente;22710000;28;IMP;2558;MIMOSAS;6400;CANNES;6;29;;AY;190;;70;;;;;;;;;;1;3;D̩pendance;0;0;
23/01/2020;Vente;12500000;24;BD;40;ALEXANDRE 3;6400;CANNES;6;29;;CH;125;;19;2790;;;;;;;;;1;2;Appartement;29;1;
05/02/2020;Vente;26500000;16;RUE;3480;ROUAZE;6400;CANNES;6;29;;BX;170;;742;3131;743;;744;;;;;;3;2;Appartement;32;1;
07/02/2020;Vente;24400000;18;CHE;1507;DES GOURGUETTES;6150;CANNES;6;29;;DN;539;;130;6203;70;;;;;;;;2;2;Appartement;62;3;
07/02/2020;Vente;24400000;18;CHE;1507;DES GOURGUETTES;6150;CANNES;6;29;;DN;539;;83;;;;;;;;;;1;3;D̩pendance;0;0;
07/02/2020;Vente;1000000;18;CHE;1507;DES GOURGUETTES;6150;CANNES;6;29;;DN;539;;158;;;;;;;;;;1;3;D̩pendance;0;0;
